コメダ珈琲店,,,,12/28(水),,12/29(木),,12/30(金),,12/31(土),,1/1(日),,1/2(月),,1/3(火),,1/4(水),,
都道府県,店舗名,市,TEL,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,備考
岡山県,東岡山店,岡山市中区,086-208-6464,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,21:00,7:00,23:00,7:00,23:00,7:00,23:00,
,岡山大福店,岡山市南区,086-282-8444,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,19:00,8:00,22:00,7:00,23:00,7:00,23:00,
,岡山福浜店,岡山市南区,086-259-4511,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,19:00,8:00,22:00,7:00,23:00,7:00,23:00,
,岡山大安寺店,岡山市北区,086-259-3097,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,19:00,8:00,22:00,7:00,23:00,7:00,23:00,
,倉敷北店,倉敷市,086-486-4776,7:00,22:00,7:00,22:00,7:00,23:00,7:00,18:00,休,休,7:00,18:00,7:00,18:00,7:00,22:00,
,倉敷中島店,倉敷市,086-466-6430,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,21:00,7:00,23:00,7:00,23:00,7:00,23:00,
,児島駅前店,倉敷市,086-436-7785,7:00,23:00,7:00,20:00,7:00,20:00,7:00,18:00,7:00,17:00,7:00,17:00,7:00,20:00,7:00,20:00,
,カインズモール津山店,津山市,0868-35-3911,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,休,休,7:00,20:00,7:00,20:00,7:00,22:00,
広島県,ゆめタウン呉店,呉市,0823-25-1553,9:00,21:00,9:00,21:00,9:00,21:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,21:00,9:00,21:00,
,呉市役所前店,呉市,0823-32-7111,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,広島大町店,広島市安佐南区,082-846-5495,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
,広島緑井店,広島市安佐南区緑井6丁目,082-870-2071,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
,ゆめタウン五日市店,広島市佐伯区,082-922-3322,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
広島県,広島大手町店,広島市中区,082-246-3908,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,休,休,7:00,18:00,7:00,23:00,
,白島キューガーデン店,広島市中区,082-223-3755,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
,広島宇品西店,広島市南区,082-251-2694,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
,ヴィアイン広島新幹線口店,広島市南区,082-258-5395,6:30,21:00,6:30,21:00,6:30,21:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,21:00,
,三原皆実店,三原市,0848-38-1811,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,9:00,18:00,8:00,19:00,7:00,20:00,7:00,21:00,
,東広島西条店,東広島市,082-426-5190,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
,ゆめモール西条店,東広島市西条町,082-421-1050,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,21:00,7:00,23:00,7:00,23:00,7:00,23:00,
,ゆめタウン廿日市店,廿日市市,0829-20-5898,9:00,21:00,9:00,21:00,9:00,21:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,21:00,9:00,21:00,
,尾道平原店,尾道市,0848-38-7913,7:00,21:00,7:00,21:00,7:00,21:00,7:00,19:00,9:00,17:00,7:00,19:00,7:00,19:00,7:00,21:00,
,福山新涯店,福山市,084-961-3650,7:00,21:00,7:00,21:00,7:00,21:00,7:00,15:00,休,休,8:00,16:00,8:00,16:00,7:00,21:00,
,福山春日店,福山市,084-946-4001,7:00,22:00,7:00,22:00,7:00,23:00,7:00,18:00,休,休,7:00,18:00,7:00,18:00,7:00,22:00,
,福山駅家町店,福山市,084-999-6960,7:00,22:00,7:00,22:00,7:00,22:00,7:00,17:00,9:00,21:00,7:00,22:00,7:00,22:00,7:00,22:00,
,福山松永店,福山市,084-939-6621,7:00,22:00,7:00,22:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,16:00,7:00,22:00,
山口県,宇部南浜町店,宇部市,0836-43-6566,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,休,休,休,休,7:00,23:00,7:00,23:00,
,下関綾羅木店,下関市,083-277-0848,7:00,23:00,7:00,23:00,7:00,23:00,7:00,19:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,
,下関長府店,下関市,083-227-2173,7:00,20:00,7:00,19:00,7:00,18:00,7:00,18:00,9:00,18:00,7:00,20:00,7:00,20:00,7:00,20:00,
,ゆめタウン山口店,山口市,083-941-6665,9:00,21:00,9:00,21:00,9:00,21:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,21:00,
,山口維新公園店,山口市,083-995-2028,9:00,21:00,9:00,21:00,9:00,21:00,9:00,19:00,休,休,休,休,休,休,9:00,21:00,
,小野田バイパス店,山陽小野田市,0836-38-5532,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,休,休,休,休,7:00,21:00,7:00,21:00,
,周南久米店,周南市,0834-34-8123,7:00,22:00,7:00,22:00,7:00,22:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,22:00,
,ゆめタウン徳山店,周南市,0834-34-9881,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,
,防府八王子店,防府市,0835-28-8150,7:00,22:00,7:00,22:00,7:00,22:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,22:00,
徳島県,阿南富岡店,阿南市,0884-24-9190,6:30,21:30,6:30,21:30,6:30,21:30,6:30,21:30,6:30,21:30,6:30,21:30,6:30,21:30,6:30,21:30,
,吉野川鴨島店,吉野川市,0883-36-9077,7:00,22:00,7:00,22:00,7:00,22:00,7:00,20:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,
,徳島小松島店,小松島市,0885-32-8677,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,11:00,17:00,7:00,17:00,7:00,23:00,7:00,23:00,
,徳島沖浜店,徳島市,088-626-7160,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,7:00,17:00,7:00,23:00,7:00,23:00,7:00,23:00,
,徳島北島店,板野郡北島町,088-679-1610,7:00,23:00,7:00,23:00,7:00,23:00,7:00,16:00,7:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,徳島藍住店,板野郡藍住町,088-678-2595,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,
香川県,丸亀土器店,丸亀市,0877-35-8660,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,17:00,7:00,17:00,7:00,23:00,
,丸亀飯山店,丸亀市,0877-98-5123,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,17:00,7:00,17:00,7:00,23:00,
,さぬき高松今里店,高松市,087-887-2060,7:00,22:00,7:00,22:00,7:00,22:00,休,休,休,休,休,休,7:00,22:00,7:00,22:00,
,高松三名店,高松市,087-899-7977,7:00,23:00,7:00,23:00,7:00,17:00,7:00,15:00,9:00,14:00,9:00,15:00,9:00,15:00,7:00,23:00,
,高松東店,高松市,087-814-3488,7:00,16:00,7:00,16:00,7:00,16:00,7:00,15:00,休,休,7:00,16:00,7:00,16:00,7:00,16:00,
,讃岐こくぶんじ店,高松市,087-802-7295,8:00,16:00,8:00,16:00,8:00,16:00,8:00,15:00,休,休,8:00,16:00,8:00,16:00,8:00,16:00,
,香川三豊店,三豊市,0875-62-5539,7:00,21:00,7:00,21:00,7:00,17:00,7:00,17:00,9:00,17:00,7:00,17:00,7:00,17:00,7:00,21:00,
愛媛県,エミフルMASAKI店,伊予郡松前町,089-989-5903,9:00,22:00,9:00,22:00,9:00,22:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,22:00,9:00,22:00,
,宇和島店,宇和島市,0895-28-6858,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,10:00,18:00,8:00,18:00,7:00,21:00,7:00,21:00,
,今治立花店,今治市,0898-25-0121,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,19:00,7:00,21:00,7:00,23:00,
,南久米店,松山市,089-968-1877,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,19:00,7:00,21:00,7:00,23:00,
,松山山西店,松山市,089-995-8505,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,19:00,7:00,21:00,7:00,23:00,
,松山道後店,松山市,089-994-5088,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,19:00,7:00,21:00,7:00,23:00,
,松山大街道店,松山市,089-948-8455,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,休,休,7:00,18:00,7:00,18:00,7:00,18:00,
,新居浜店,新居浜市,0897-66-7757,7:00,22:00,7:00,22:00,7:00,22:00,7:00,17:00,9:00,18:00,8:00,17:00,7:00,17:00,7:00,22:00,
,西条古川店,西条市,0897-56-5551,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,7:00,21:00,
高知県,高知インター店,高知市,088-855-7666,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,23:00,7:00,23:00,7:00,23:00,
,土佐道路店,高知市,088-855-8300,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,23:00,7:00,23:00,7:00,23:00,
,イオンモール高知店,高知市,088-855-6760,7:00,21:00,7:00,21:00,7:00,21:00,7:00,20:00,9:00,21:00,9:00,21:00,9:00,21:00,7:00,21:00,
,マルナカ四万十店,四万十市,0880-34-8350,7:00,21:00,7:00,21:00,7:00,21:00,7:00,17:00,休,休,7:00,21:00,7:00,21:00,7:00,21:00,
,高知南国店,南国市,088-855-5595,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,23:00,7:00,23:00,7:00,23:00,
,ライフガーデン水巻店,遠賀郡水巻町,093-701-6300,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,9:00,18:00,7:00,22:00,7:00,22:00,7:00,22:00,
,久留米大石町店,久留米市,0942-31-1131,7:00,20:00,7:00,20:00,7:00,20:00,7:00,17:00,休,休,9:00,18:00,9:00,18:00,7:00,20:00,
,久留米インター店,久留米市,0942-65-5180,7:00,21:00,7:00,21:00,7:00,21:00,7:00,15:00,11:00,16:00,9:00,16:00,9:00,17:00,7:00,21:00,
,福岡行橋店,行橋市,0930-25-5550,7:00,22:00,7:00,22:00,7:00,22:00,7:00,17:00,8:00,17:00,8:00,17:00,7:00,18:00,7:00,22:00,
,福岡宗像店,宗像市,0940-62-5025,7:00,22:00,7:00,22:00,7:00,22:00,7:00,16:00,休,休,7:00,19:00,7:00,19:00,7:00,22:00,
,ゆめマート新宮店,糟屋郡新宮町,092-410-9474,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,21:00,7:00,21:00,7:00,23:00,
福岡県,福岡粕屋店,糟屋郡粕屋町,092-719-0335,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,9:00,17:00,7:00,23:00,7:00,23:00,
,大野城乙金店,大野城市,092-558-5791,7:00,21:00,7:00,21:00,7:00,21:00,休,休,休,休,9:00,18:00,9:00,18:00,7:00,21:00,
,ゆめモール筑後店,筑後市,0942-52-0811,7:00,23:00,7:00,23:00,7:00,23:00,7:00,16:00,休,休,9:00,18:00,9:00,20:00,7:00,23:00,
,ゆめタウン筑紫野店,筑紫野市,092-923-7211,7:00,20:00,7:00,20:00,7:00,20:00,7:00,17:00,9:00,17:00,9:00,18:00,9:00,19:00,7:00,20:00,
,福岡甘木店,朝倉市,0946-23-8483,7:00,21:00,7:00,21:00,7:00,21:00,7:00,14:00,休,休,7:00,17:00,7:00,17:00,7:00,17:00,
,福岡那珂川店,那珂川市,092-555-7915,7:00,23:00,7:00,23:00,7:00,23:00,7:00,16:00,休,休,7:30,21:00,7:00,21:00,7:00,23:00,
,飯塚川津店,飯塚市,0948-22-1222,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,休,休,9:00,18:00,9:00,18:00,7:00,23:00,
,九大学研都市店,福岡市西区,092-407-1101,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,休,休,8:00,19:00,7:00,19:00,7:00,21:00,
,福岡原店,福岡市早良区,092-866-8066,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,休,休,7:00,18:00,7:00,21:00,7:00,21:00,
,福岡ももち店,福岡市早良区,092-836-8164,7:00,21:00,7:00,21:00,7:00,21:00,休,休,休,休,休,休,休,休,7:00,21:00,
,福岡室見店,福岡市早良区,092-400-0125,7:00,21:00,7:00,21:00,7:00,21:00,7:00,17:00,休,休,休,休,9:00,17:00,7:00,21:00,
,イオンスタイル笹丘店,福岡市中央区,092-753-6297,7:00,21:00,5:00,16:00,7:00,21:00,7:00,16:00,休,休,9:00,18:00,7:00,21:00,7:00,21:00,
,福岡天神南店,福岡市中央区,092-771-1959,7:00,23:00,7:00,23:00,7:00,18:00,7:00,18:00,休,休,7:00,18:00,7:00,18:00,7:00,23:00,1月1日 ホテル朝食のみ対応
,福岡六本松店,福岡市中央区,092-717-1080,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,福岡渡辺通5丁目店,福岡市中央区,092-781-3355,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,
,福岡八田店,福岡市東区,092-691-5080,7:00,23:00,7:00,23:00,7:00,18:00,7:00,15:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,20:00,1月5日~9日迄 開店時間9:00 閉店時間20:00
,福岡香椎浜店,福岡市東区,092-692-1972,7:00,23:00,7:00,23:00,7:00,23:00,7:00,16:00,休,休,7:00,16:00,7:00,16:00,7:00,23:00,
,福岡東那珂店,福岡市博多区,092-292-2436,7:00,23:00,7:00,23:00,7:00,18:00,7:00,18:00,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
,博多駅東店,福岡市博多区,092-477-8861,7:00,21:00,7:00,21:00,7:00,21:00,休,休,休,休,休,休,9:00,18:00,7:00,21:00,
,博多バスターミナル店,福岡市博多区,092-432-6755,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,BRANCH博多パピヨンガーデン,福岡市博多区,092-402-0335,7:00,23:00,7:00,23:00,7:00,23:00,7:00,16:00,休,休,7:00,18:00,7:00,18:00,7:00,23:00,
,福間駅南店,福津市,0940-72-4466,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,休,休,休,休,9:00,23:00,7:00,23:00,
,北九州鞘ヶ谷店,北九州市戸畑区,093-871-7550,7:00,21:00,7:00,21:00,7:00,19:00,7:00,16:00,11:00,16:00,8:00,18:00,8:00,18:00,7:00,21:00,
,北九州戸畑店,北九州市戸畑区,093-883-8715,7:00,21:00,7:00,21:00,7:00,19:00,7:00,16:00,休,休,8:00,18:00,8:00,18:00,7:00,21:00,
,北九州守恒店,北九州市小倉南区,093-965-2020,7:00,21:00,7:00,21:00,7:00,21:00,7:00,17:00,休,休,8:00,17:00,8:00,17:00,7:00,21:00,
,北九州沼新町店,北九州市小倉南区,093-953-8377,7:00,21:00,7:00,21:00,7:00,21:00,7:00,17:00,8:00,19:00,7:00,21:00,7:00,21:00,7:00,21:00,
,北九州勝山公園店,北九州市小倉北区,093-967-0636,8:00,22:00,8:00,22:00,8:00,22:00,8:00,17:00,8:00,17:00,8:00,17:00,休,休,8:00,22:00,
,北九州三郎丸店,北九州市小倉北区,093-482-2890,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,9:00,18:00,9:00,20:00,7:00,20:00,7:00,22:00,
,ビエラ小倉店,北九州市小倉北区,093-953-9350,7:00,22:00,7:00,22:00,7:00,22:00,7:00,19:00,休,休,7:00,22:00,7:00,22:00,7:00,22:00,
,北九州上津役店,北九州市八幡西区,093-614-2277,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,休,休,9:00,18:00,9:00,18:00,7:00,20:00,
,北九州本城店,北九州市八幡西区,093-616-8942,7:00,22:00,7:00,22:00,7:00,22:00,7:00,16:00,休,休,9:00,17:00,9:00,18:00,7:00,22:00,
,北九州桃園公園店,北九州市八幡東区,093-777-6684,7:00,23:00,7:00,23:00,7:00,23:00,7:00,19:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,
,ゆめモール柳川店,柳川市,0944-77-6001,7:00,23:00,7:00,23:00,7:00,23:00,7:00,16:00,休,休,9:00,18:00,9:00,18:00,7:00,23:00,
佐賀県,佐賀兵庫店,佐賀市,0952-97-7084,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,休,休,7:00,23:00,7:00,23:00,7:00,23:00,
,鳥栖弥生が丘店,鳥栖市,0942-50-6111,7:00,21:00,7:00,21:00,7:00,21:00,7:00,18:00,9:00,18:00,7:00,19:00,7:00,19:00,7:00,19:00,
,唐津和多田店,唐津市,0955-58-8312,7:00,23:00,7:00,23:00,7:00,23:00,休,休,休,休,8:00,18:00,7:00,23:00,7:00,23:00,
長崎県,佐世保駅前店,佐世保市,0956-59-5453,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,16:00,9:00,16:00,9:00,16:00,7:00,23:00,
,長崎時津店,西彼杵郡時津町,095-801-2103,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,7:00,23:00,
,長崎浜町店,長崎市,095-801-0787,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,7:00,23:00,
,プラットモール長崎店,長崎市,095-801-2380,7:00,22:00,7:00,22:00,7:00,22:00,7:00,20:00,休,休,休,休,11:00,22:00,7:00,22:00,
,長崎諫早店,諫早市,0957-47-9011,7:00,22:00,7:00,22:00,7:00,23:00,7:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,7:00,22:00,
熊本県,熊本菊池店,菊池市,0968-24-7060,7:00,20:00,7:00,20:00,7:00,20:00,7:00,17:00,11:00,17:00,7:00,17:00,7:00,17:00,7:00,20:00,
,イオンタウン田崎店,熊本市西区,096-245-6788,9:00,21:00,9:00,21:00,9:00,21:00,8:00,15:00,11:00,17:00,9:00,17:00,9:00,17:00,9:00,21:00,
,熊本桜木店,熊本市東区,096-234-7367,7:00,21:00,7:00,21:00,7:00,21:00,7:00,15:00,11:00,17:00,8:00,17:00,8:00,17:00,7:00,21:00,
,熊本大窪店,熊本市北区,096-342-6518,7:00,22:00,7:00,22:00,7:00,22:00,7:00,16:00,休,休,9:00,18:00,9:00,18:00,7:00,22:00,
,熊本合志店,合志市,096-285-9617,7:00,21:00,7:00,21:00,7:00,21:00,7:00,14:00,休,休,7:00,17:00,7:00,17:00,7:00,21:00,
熊本県,ゆめタウン八代店,八代市建馬町,080-4666-6613,8:00,21:00,8:00,21:00,8:00,20:00,8:00,16:00,休,休,休,休,11:00,16:00,8:00,21:00,
大分県,大分明野店,大分市,097-573-1800,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,9:00,18:00,7:00,20:00,7:00,22:00,7:00,22:00,
,大分志手椎迫店,大分市,097-573-5058,7:00,20:00,7:00,20:00,7:00,20:00,休,休,休,休,8:00,18:00,8:00,18:00,7:00,20:00,
,大分中央町店,大分市,097-532-7007,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,21:00,7:00,23:00,7:00,23:00,7:00,23:00,
,サンリブわさだ店,大分市,097-585-5675,7:00,21:00,7:00,21:00,7:00,21:00,7:00,17:00,休,休,9:00,17:00,7:00,21:00,7:00,21:00,
,大分中津店,中津市,0979-77-5431,7:00,23:00,7:00,23:00,7:00,23:00,7:00,19:00,8:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,
宮崎県,宮崎柳丸店,宮崎市,0985-41-5075,7:00,22:00,7:00,22:00,7:00,22:00,7:00,17:00,休,休,9:00,18:00,7:00,18:00,7:00,22:00,
,宮崎恒久店,宮崎市,0985-34-9032,7:00,22:00,7:00,22:00,7:00,22:00,7:00,14:00,休,休,7:00,17:00,7:00,17:00,7:00,17:00,
,宮崎橘通店,宮崎市,0985-22-1580,7:00,21:00,7:00,21:00,7:00,21:00,7:00,14:00,休,休,7:00,17:00,7:00,17:00,7:00,21:00,
,都城前田店,都城市,0986-46-1571,7:00,22:00,7:00,22:00,7:00,22:00,7:00,16:00,休,休,7:00,22:00,7:00,22:00,7:00,22:00,
,宮崎日向店,日向市,0982-57-3677,8:00,20:00,8:00,20:00,8:00,20:00,8:00,18:00,11:00,18:00,8:00,20:00,8:00,20:00,8:00,20:00,
鹿児島県,イオンタウン姶良店,姶良市,0995-66-6630,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00,9:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,
,鹿児島川内店,薩摩川内市,0996-20-8211,7:00,20:00,7:00,20:00,7:00,20:00,7:00,18:00,7:00,20:00,7:00,20:00,7:00,20:00,7:00,20:00,
,鹿児島鹿屋店,鹿屋市,0994-40-8008,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,
,イオンモール鹿児島前店,鹿児島市,099-260-2777,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,7:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,鹿児島七ツ島店,鹿児島市,099-296-7077,8:00,22:00,8:00,22:00,8:00,22:00,8:00,18:00,8:00,18:00,8:00,22:00,8:00,22:00,8:00,22:00,
,鹿児島吉野店,鹿児島市,099-295-7105,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,
,鹿児島天文館店,鹿児島市,099-208-2227,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,休,休,7:00,23:00,7:00,23:00,7:00,23:00,
,鹿児島出水店,出水市,0996-64-8339,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,
,南さつま加世田店,南さつま市,0993-52-6055,8:00,21:00,8:00,21:00,8:00,21:00,8:00,18:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,
,鹿児島国分店,霧島市,0995-45-7887,7:00,22:00,7:00,22:00,7:00,22:00,7:00,18:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,
沖縄県,沖縄浦添経塚店,浦添市,098-975-7608,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,沖縄知花店,沖縄市,098-988-7774,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,沖縄宜野湾宇地泊店,宜野湾市,098-942-2700,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,沖縄糸満店,糸満市,098-995-3331,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,沖縄北谷58号店,中頭郡北谷町,098-921-7525,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,沖縄南風原津嘉山店,島尻郡南風原町,098-851-9630,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
,,,,,,,,,,,,,,,,,,,,
おかげ庵,,,,12/28(水),,12/29(木),,12/30(金),,12/31(土),,1/1(日),,1/2(月),,1/3(火),,1/4(水),,
都道府県,店舗名,市,TEL,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,開店時間,閉店時間,備考
東京都,駒沢公園店,世田谷区,03-6432-3610,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
神奈川県,横浜ランドマークプラザ店,横浜市西区,045-777-5577,7:00,21:00,7:00,21:00,7:00,21:00,7:00,19:00,休,休,7:00,21:00,7:00,21:00,7:00,21:00,
,あざみ野ガーデンズ店,横浜市青葉区,045-507-5726,8:00,22:00,8:00,22:00,8:00,22:00,8:00,18:00,9:00,19:00,9:00,19:00,8:00,22:00,8:00,22:00,
,大和駅前店,大和市,046-200-6155,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,18:00,7:00,23:00,7:00,23:00,7:00,23:00,
愛知県,長久手店,長久手市,0561-65-0025,8:00,23:00,8:00,23:00,8:00,23:00,8:00,18:00,8:00,18:00,8:00,23:00,8:00,23:00,8:00,23:00,
,新開町店,名古屋市瑞穂区,052-883-1588,7:00,22:00,7:00,22:00,7:00,17:00,7:00,17:00,8:00,19:00,8:00,19:00,8:00,19:00,7:00,22:00,
,茶屋ヶ坂店,名古屋市千種区,052-722-2888,7:00,23:00,7:00,23:00,7:00,23:00,7:00,17:00,9:00,18:00,9:00,18:00,9:00,18:00,7:00,23:00,
,栄広小路店,名古屋市中区,052-228-2621,7:00,22:00,7:00,22:00,7:00,17:00,7:00,17:00,休,休,8:00,18:00,8:00,18:00,7:00,22:00,
,篠原橋店,名古屋市中川区,052-361-6888,7:00,19:00,7:00,19:00,7:00,19:00,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,
,葵店,名古屋市東区,052-936-0015,8:00,23:00,8:00,23:00,8:00,23:00,8:00,18:00,9:00,18:00,8:00,23:00,8:00,23:00,8:00,23:00,
,上飯田店,名古屋市北区,052-911-3336,7:00,22:30,7:00,22:30,7:00,22:30,7:00,16:30,8:30,16:30,8:30,16:30,8:30,16:30,7:00,22:30,
,緑区滝の水店,名古屋市緑区,052-838-6828,7:00,23:00,7:00,23:00,7:00,23:00,7:00,18:00,9:00,18:00,7:00,21:00,7:00,21:00,7:00,23:00,
